budgetId,userId,name,balance,budgetLimit,date,note
98,1,"bZiQBN",-229.2,1471.57,2019-09-22,"IQmEDXYZpK"
99,1,"lKbDXO",43.28,1171.93,2020-09-19,"hmOthqVlrm"
100,1,"OutCnY",137.14,1388.97,2010-12-05,"TRvQyuxMwQ"
101,1,"lIJCzi",394.16,1500,2016-07-17,"WkzUzWHoWo"
102,1,"LonuIr",405.68,1500,2018-01-25,"BtkUKMPBtQ"
103,1,"AOQNlN",10.35,1271.63,2009-02-10,"CjgouzihTd"
104,1,"FdpYoO",-293.82,770.9300000000001,2013-04-17,"iNlEVRrYIT"
105,1,"WlQemz",-148.55,1034.97,2014-09-30,"EYURPErXqK"
106,1,"xHEeQh",396.95,1500,2014-05-07,"KAutUWOfJY"
107,1,"IolWJe",145.88,1500,2016-08-15,"XzbZYZavIt"
108,1,"guRMPW",-442.53,877.69,2014-08-21,"DPzYBEAhCm"
109,1,"NiZDip",-308.4,823.52,2018-07-04,"yZpXDPsIGx"
110,1,"LbEYcN",252.5,1500,2010-08-16,"KUYBxCeuDb"
111,1,"DfNsgX",13.09,1500,2008-08-01,"maARbKppbS"
112,1,"VJqBeS",29.76,1500,2015-01-13,"CcmaFeiFvX"
113,1,"PDsPow",-378.96,1054.07,2017-01-23,"DdJDoKIWHC"
114,1,"ZAXLpA",169.99,1500,2015-01-10,"zjZanQUjPv"
115,1,"HJDbkH",70.26,1500,2017-07-02,"FNxLeoITzY"
116,1,"EjGwFA",149.17,1265.01,2012-02-01,"udgfCUYCNH"
117,1,"xkwIGI",202.96,1267.88,2012-12-29,"wVbtoekzdj"
118,1,"otoROt",-269.26,1500,2018-01-02,"XiQSetkCuV"
119,1,"WYsnlt",40.05,1500,2011-10-13,"qqRjvlTMIT"
120,1,"znMlUu",-264.8,1258.71,2020-06-15,"LltuJhIJSd"
121,1,"YloDmU",-480.06,1403.59,2020-04-16,"CTqoBjXSqQ"
122,1,"rxeNwm",353.37,1500,2019-02-16,"TVPLZKtrio"
123,1,"judQjl",-191.55,1500,2009-09-20,"NraEERrdsN"
124,1,"zVhIAz",480.09,1500,2017-02-10,"RvYXFkxePt"
125,1,"hemISL",404.44,1500,2018-06-28,"yktFzgaxdX"
126,1,"PLOGNC",-330.4,820.56,2022-10-17,"CHsxhyntjH"
127,1,"OyQVWm",34.9,1500,2019-09-02,"OOJSDsUgCf"
128,1,"HbZEjX",-269.89,850.6800000000001,2014-01-19,"cuvnUNrBND"
129,1,"rxziYz",413.25,1500,2019-01-11,"MLLUxaVJkZ"
130,1,"rutInc",-10.83,1500,2015-10-03,"BjLtDWIhzz"
131,1,"hannXD",494.37,1500,2022-01-09,"PNWBudzdlF"
132,1,"zLAdfp",-368.32,1332.28,2008-04-10,"KUsTskesQC"
133,1,"vLUzFi",-94.46,1037.3,2011-09-18,"GyWiyBcKsc"
134,1,"NbHrZN",360.16,1500,2012-05-31,"aZwTGqYgOY"
135,1,"wmKlHK",478.41,1500,2010-08-02,"MkBNbyeTVo"
136,1,"VmjXoU",75.86,1397.34,2017-06-27,"eRSEKmtmKj"
137,1,"WywPFM",-44.48,1130.54,2021-08-16,"oFVevnfPSZ"
138,1,"PGLPpB",-203.67,865.81,2014-03-08,"RBeAjbXIBr"
139,1,"aNbtJW",-323.94,895.27,2018-08-05,"BKjQSQSCfR"
140,1,"lxxqQs",-486.27,606.01,2008-04-28,"CRmltcugRB"
141,1,"ahwlXF",93.45,1500,2015-04-26,"YPhFFPFHpl"
142,1,"yaQxms",222.95,1500,2020-02-09,"fjObmJvDFt"
143,1,"UxgVgs",452.83,1500,2014-01-06,"TkhPtsOvjg"
144,1,"dxoAvJ",49.33,1259.29,2019-08-05,"xgeevSrQDN"
145,1,"DWgFbZ",79.04,1500,2013-06-09,"qIKSgNZQCn"
146,1,"mZqfpu",180.54,1251.82,2020-02-21,"hbTchyuzUy"
147,1,"zYbuFa",91.3,1500,2015-05-05,"oGtnynhkBW"
148,1,"rRjUrX",280.48,1500,2020-02-23,"eQleXLgfmW"
149,1,"HXblIY",-197.6,1500,2016-06-11,"CHXwGjsKjv"
150,1,"tsGZEz",244.5,1500,2011-10-18,"HjElDMpIHy"
151,1,"aHdwWs",326.65,1500,2009-10-15,"WMQInYbOct"
152,1,"qmBbOc",-136.99,1500,2008-10-09,"GcmnoWAPXd"
153,1,"scvBZx",-308.22,1440.85,2016-07-27,"SdvvIDGrYQ"
154,1,"FTPqUX",-480.96,550.26,2019-04-24,"uLJUQbfTTg"
155,1,"KvCqhh",-483.57,1182.56,2011-01-29,"yrgGPVwQiA"
156,1,"Dkvnox",-1.61,1221.71,2011-11-24,"LtnsqpbhFu"
157,1,"eHrriT",17.25,1319.41,2010-08-06,"TyybYRtglS"
158,1,"uwqbnn",47.63,1500,2021-07-31,"AyKoJKnfRb"
159,1,"CmKmyk",487.59,1500,2013-12-30,"ZzWXVRWvhL"
160,1,"JTyNSX",473.91,1500,2010-09-02,"EHrMRwleJK"
161,1,"frNiZC",-414.94,840.62,2019-07-26,"bKeEifwwLO"
162,1,"eIkogA",326.62,1500,2009-05-08,"plbRPkNJZL"
163,1,"UWhXZU",10.86,1331.69,2013-03-11,"uwpHLCdrOp"
164,1,"gFydbC",150.53,1401.28,2020-08-07,"yxzwIrlpPV"
165,1,"iFAEXj",109.12,1275.88,2013-07-26,"wzLwMfdxGm"
166,1,"QHXIVW",-35.72,1500,2020-07-01,"fFIrfCLRRT"
167,1,"wvXWMs",-29.06,1148.2,2019-11-26,"FkclAyYRhi"
168,1,"haqHQP",4.75,1326.21,2012-07-04,"yWBVqfCrBG"
169,1,"ECKqUN",105.83,1500,2020-07-24,"aFkDrosHvs"
170,1,"XnXrBn",295.64,1500,2009-06-15,"VpAhYEhkgU"
171,1,"DPIyVR",493.9,1500,2016-12-27,"pimXZpgqWP"
172,1,"SgdsUl",-214.54,1198.66,2012-12-20,"RpcVWNQYbk"
173,1,"HzqklG",-1.76,1295.56,2019-02-26,"yZtPcPtNsl"
174,1,"sQHPrE",170.5,1311.8,2010-08-02,"NGljUoDhZx"
175,1,"CbUKLW",-196.43,1346.81,2014-08-09,"CvKOSLRxTy"
176,1,"DEtxYZ",-392.57,857.77,2009-06-01,"NfSVoHXEPT"
177,1,"stUZUa",11.67,1408.63,2010-01-27,"kbZrsJmgFF"
178,1,"iagfFy",-406.89,1210.28,2013-02-17,"BIoXAGcaXC"
179,1,"FlcmDl",-166.63,1500,2022-09-01,"axKrxifTWw"
180,1,"ieHSUR",341.56,1500,2011-08-27,"NsIkXBhxll"
181,1,"BdvdRV",-329.84,1352.41,2022-02-13,"DzgjmgFoZF"
182,1,"WEMADL",-148.41,1360.98,2014-12-23,"eguMWSdfVB"
183,1,"jTYQWD",-227.78,1145.5,2021-12-16,"EKqyuGrBYV"
184,1,"pLeIce",-363.96,814.37,2021-11-15,"dAyRQQPvVI"
185,1,"XMKdXj",-23.01,1500,2016-11-16,"kauhSnncnY"
186,1,"vmvDXj",-93.02,944.76,2020-04-23,"zYaKtthQPl"
187,1,"XwvfUy",-197.24,1020.65,2022-06-05,"DyEzGYKwgq"
188,1,"UlESCP",-57.2,1473.13,2012-08-02,"MYDoGPLWrK"
189,1,"ADxdiV",322.64,1500,2008-07-30,"IqvQtPCekU"
190,1,"sZeswb",251.23,1500,2016-11-09,"FTaDNaYDGn"
191,1,"SDFapo",-388.71,1137.08,2018-08-13,"WUtxWgjsKS"
192,1,"CRWMJu",-393.84,1500,2021-01-23,"ojDHfqYtBY"
193,1,"WkbHTe",320.94,1402.24,2012-11-04,"sTYjorcsyt"
194,1,"wCagsS",313.07,1500,2020-07-25,"RdHDiWQSJB"
195,1,"EDwulW",-15.66,1500,2017-10-29,"AGILJdBYvG"
196,1,"hgluBG",479.78,1500,2015-02-28,"jOQCCZmxzJ"
197,1,"OWCObK",-417.5,596.02,2019-04-17,"zKHYJqSAsG"
198,1,"yRLYYJ",352.78,1500,2020-03-30,"WiGQIZYKLB"
199,1,"LkNZlK",-352.94,1071.29,2011-01-27,"FfTlxROFGI"
200,1,"SrFCKY",350.54,1500,2019-07-26,"oAoBFRWHoy"
201,1,"iEKgYL",340.25,1500,2017-04-03,"izZrzuUMhl"
202,1,"ujItdp",-53.43,1500,2011-08-01,"ScQYukaRMo"
203,1,"dqVRgc",346.44,1500,2008-05-21,"AppCOJzbWD"
204,1,"nWcuPr",30.26,1234.37,2010-03-18,"hIqiXfvUbW"
205,1,"acSdAo",7.87,1500,2013-05-08,"yhLRckMsmL"
206,1,"LBgaSv",-204.93,1014.25,2015-09-04,"ukreowHEII"
207,1,"bVWxow",249.46,1500,2018-12-11,"ZcTrnnSUht"
208,1,"NDFQRf",250.72,1500,2018-01-07,"ZWPrcNjSHE"
209,1,"mcwDlJ",-357.78,1500,2008-08-03,"CySeMPKVOx"
210,1,"xJuveq",64.96,1500,2018-08-08,"HqmqRgJvzI"
211,1,"wtkEoC",384.5,1500,2017-05-03,"KxtzvwTvxx"
212,1,"zOwEZF",476.49,1500,2022-09-29,"RiGwWmbozQ"
213,1,"zTdGGd",-15.83,1500,2020-07-04,"GqAoNiYJXm"
214,1,"yqwNhZ",-199.6,1500,2021-02-28,"bCEgMTklOg"
215,1,"FJqRkb",216.96,1500,2014-03-09,"TAzDuRbIUS"
216,1,"JWwOOa",288.68,1500,2013-12-23,"oLlobSUvUZ"
217,1,"uJznLa",-438.74,1173.76,2016-02-13,"AXgAqoRirz"
218,1,"SeFKyl",-472.53,670.39,2020-11-16,"MvBzrlaerl"
219,1,"fQXvPy",-496.98,1211.81,2019-08-09,"mEEbObXGOd"
220,1,"nJmfYO",291.83,1500,2012-12-13,"TvUJIHTRcB"
221,1,"yMsFQC",-355.61,1084.15,2022-06-05,"gFBOEjbYFN"
222,1,"BxjRGu",281.12,1500,2021-06-27,"vaoHcEcDoX"
223,1,"SWBOfq",-433.3,1449.3899999999999,2014-11-26,"gVjNSqnTcf"
224,1,"JLdCgi",-55.97,1033.37,2013-05-12,"UsdBmslMKO"
225,1,"mzLQwP",-332.04,676.21,2010-08-07,"qqWzsPBAMN"
226,1,"ojbfYV",-400.4,814.14,2012-03-02,"GHsGRqQLbM"
227,1,"xEpRKN",-338.23,759.19,2020-07-02,"HHMIchoYhF"
228,1,"TgOigf",-230.99,903.25,2017-01-15,"NFKJTYSZLO"
229,1,"SqWsUN",-265.59,842.37,2010-11-20,"zwzDFnrkWQ"
230,1,"BkxPqi",-224.22,1500,2020-04-30,"jAANCCVDAS"
231,1,"dyXJNs",435.57,1500,2021-07-08,"TlElmyZQrF"
232,1,"qcRiRV",125.51,1500,2022-01-31,"hAWpsmpBrp"
233,1,"JflTwH",-416.29,1133.78,2011-01-04,"gclaFgJRLA"
234,1,"stiktS",-347.42,780.91,2022-04-03,"piHPojVZTc"
235,1,"sJHAtK",75.4,1500,2016-05-23,"qPfpNeMAPf"
236,1,"jBxuLo",339.71,1500,2013-02-20,"rnBslTzAAK"
237,1,"LlVPeZ",-266.46,1044.61,2022-11-30,"wdjUzPDRhc"
238,1,"RKlwiB",146.64,1500,2022-01-08,"QxSjMtkmdP"
239,1,"DnGMQa",240.83,1250.62,2020-02-22,"VoYkyWAmnf"
240,1,"BLqPyP",-402.96,1252.95,2015-02-15,"FXlJoocUqU"
241,1,"wgAMUc",355.9,1500,2015-01-25,"xtsYbFJIzv"
242,1,"XbDvMv",197.33,1500,2016-06-09,"rcdtrhaiFh"
243,1,"CAJRlt",66.02,1500,2011-09-27,"aHBPzjVVkr"
244,1,"GYzfyO",-399.81,1141.87,2019-01-13,"hDwCJWdMiR"
245,1,"APWNTK",486.16,1500,2022-01-12,"GsmgUxnKjn"
246,1,"GvEwky",-430.24,967.71,2018-12-07,"PpYQSWzlrT"
247,1,"wuQgco",241.9,1500,2012-09-01,"DeSdSnmQnY"
248,1,"zIWZXn",-201.78,1500,2009-03-22,"CTtrHiktLQ"
249,1,"uFozUz",-302.53,1033.93,2012-08-21,"zuybbQSsao"
250,1,"BLKyJa",95.29,1500,2019-12-24,"FryqbEfAui"
251,1,"aPRBjU",477.34,1500,2008-08-30,"suRimjglOM"
252,1,"AKiRjn",-140.74,1500,2022-07-13,"svdgjbtJmR"
253,1,"HJgmoo",341.69,1500,2017-11-19,"JFursvcrFc"
254,1,"mWUyqJ",370.22,1500,2018-04-08,"OwRFCEvqbG"
255,1,"lmyAoS",489.93,1500,2018-12-02,"maxydOvxHN"
256,1,"pZfNMV",-277.08,1434.35,2012-03-07,"TiziHwOsPi"
257,1,"ZAPqya",162.92,1500,2009-04-22,"cYlRqtUkhg"
258,1,"ZsVQls",31.01,1500,2013-12-08,"VHFcuTFoDV"
259,1,"ysERET",117.1,1500,2017-11-07,"BKunXliwpe"
260,1,"DwAVOh",85.14,1494.42,2022-12-14,"JwWxNBaRqQ"
261,1,"DHAqJU",102.55,1402.26,2017-12-19,"wgooLOPEoo"
262,1,"favBhO",-453.61,1148.87,2008-03-14,"LxLZhrIwhy"
263,1,"aUyegJ",-104.71,1015.4,2012-01-13,"eNMCnMwBsw"
264,1,"FtoXus",380.43,1500,2014-11-08,"NXksVYrthY"
265,1,"Hlsyzf",-327.99,861.62,2013-03-02,"qRkeaceotC"
266,1,"NWLdGk",-220.75,1073.83,2008-01-22,"tYGfSvSkKC"
267,1,"EGFFZq",194.07,1398.93,2019-06-17,"qRGgMlhRtL"
268,1,"euJBig",391.27,1500,2013-10-11,"UWFbwJcyew"
269,1,"WcuuBF",332.98,1500,2019-12-08,"tcgUEqZxSl"
270,1,"NWdBLX",-183.38,1091.65,2011-12-04,"FWfINISyKG"
271,1,"okXIbj",90.58,1500,2018-10-13,"TXClaGSaru"
272,1,"YRyVCN",-233.43,963.69,2017-04-28,"AFQtkovAtt"
273,1,"UrfaWf",126.35,1432.62,2019-05-15,"YAhRcENBiq"
274,1,"ZznUQz",146.73,1487.29,2018-07-25,"PRbqDociHy"
275,1,"nMlCrE",-195.84,1500,2013-10-18,"aiOdFjFUPL"
276,1,"bspicD",344.42,1500,2015-06-15,"tGKboKaUry"
277,1,"vSCmeO",19.7,1500,2020-06-27,"ScWWfczIWe"
278,1,"CBEatP",488.67,1500,2016-03-08,"SspWJkzkzw"
279,1,"nCrUYd",-42.44,1500,2013-01-31,"cIthokHxSc"
280,1,"YOWVJy",-166.27,1500,2016-12-19,"STMJrQGzzF"
281,1,"LUmclL",-319.95,1194.4,2011-12-01,"MuWDtYdgkX"
282,1,"XCYNIa",-75.42,1500,2019-10-04,"YutmtDSVSD"
283,1,"aFyvud",-269.92,1219.82,2016-05-30,"FGdmQxNrFB"
284,1,"VnEpop",-212.37,1500,2021-11-23,"IUBkVMMOPs"
285,1,"YMLMeA",149.49,1500,2021-11-03,"VSnOjlzUmN"
286,1,"TgtnRn",405.56,1500,2016-04-21,"qODOtkbSrL"
287,1,"CRqoTs",428.1,1500,2011-08-21,"fPmNZOpepy"
288,1,"tpIlgd",222.6,1377.47,2020-06-22,"XuEAJPnKOf"
289,1,"MVQaTr",134.59,1500,2014-08-01,"VAxLHPzlWP"
290,1,"fnEMSK",124.55,1500,2010-05-05,"ArMBfaHKPT"
291,1,"lWZJVy",318.99,1500,2015-04-11,"fmXpDFEeQy"
292,1,"MiKAmd",286.85,1500,2017-02-26,"pHKQyijEDb"
293,1,"MrduDn",490.92,1500,2019-11-28,"uchhnXHOcf"
294,1,"hzxqcj",-259.67,910.21,2019-07-07,"QnQnKTrKzp"
295,1,"BqIXLp",214.89,1500,2011-06-29,"bLSQcAqrlp"
296,1,"WkUTgo",-163.99,922.16,2022-09-10,"xbeVXZWRCj"
297,1,"mRHJax",388.19,1397.33,2015-07-20,"cEWyKaCHEi"
298,1,"jnzfPs",305.81,1500,2010-07-09,"ZkQFbwtJAY"
299,1,"xzIyHj",-258.54,812.77,2021-07-24,"nUlbLHkiDn"
300,1,"kKcjhV",-80.66,1500,2008-08-27,"LYMOYkhPqe"
301,1,"HJyAKe",-89.17,1161.77,2013-02-24,"ilFYutHWQo"
302,1,"rCMmDQ",-373.11,1416.34,2019-08-14,"sDwoLGYtzu"
303,1,"dPtIRy",-218.15,1198.18,2012-05-08,"qJmyKTujbz"
304,1,"GReJXZ",-31.84,1165.44,2013-01-11,"TSxsLiWxbH"
305,1,"JEFAtn",28.68,1500,2008-12-28,"kRyPAdoWyl"
306,1,"nqJhfK",-153.11,1203.21,2018-12-29,"iLqAcIPGOH"
307,1,"qYogye",-381.88,661.38,2019-11-22,"lmUsVgsqaC"
308,1,"JWVGgT",-23.03,1500,2022-10-19,"ZIVZQGnXdj"
309,1,"jzNfnS",221.72,1377.62,2019-03-26,"lJqmFcXjyx"
310,1,"BDxmdb",174.83,1413.75,2018-07-31,"MdjrsjhZua"
311,1,"jhDjfZ",459.35,1500,2009-02-14,"AFACTQvVkm"
312,1,"Edcvqj",238.6,1500,2013-05-31,"vkyGdHqVBI"
313,1,"dpEAIy",121.82,1500,2016-04-04,"UBdxPLFoYo"
314,1,"mRASMZ",215.66,1500,2019-11-07,"bNFUwnkhGp"
315,1,"XYgmSl",-48.23,1136.42,2022-09-23,"wYXLhptQQl"
316,1,"IYhIZW",100.46,1500,2016-10-14,"dlrffUKlhf"
317,1,"wEardN",-292.37,1072.17,2013-07-04,"QMtEInrhWt"
318,1,"SHFjGo",47.01,1500,2011-07-20,"dbvtxnBbvc"
319,1,"gRkXuS",-215.96,1162.99,2013-10-05,"vbnPmjUzkh"
320,1,"uHgkHZ",-355.32,907.58,2020-03-02,"HLQOepvoPB"
321,1,"WaPNWi",451.88,1500,2018-11-13,"jvoDRmSOQi"
322,1,"MZWLRp",9.2,1500,2010-06-22,"xKrlbNrQOY"
323,1,"wlmImX",-194.96,1500,2011-07-26,"OpyVtHNuYq"
324,1,"MihhPE",-271.66,1500,2010-04-04,"aZQzfleSyO"
325,1,"syDpFJ",102.63,1500,2015-05-17,"IvDvDAqcpL"
326,1,"YjJDIG",40.87,1063.8,2014-09-20,"gAlkWoimbD"
327,1,"ftMVxx",394.15,1455.05,2008-10-16,"MkcPzFOsug"
328,1,"pnORcu",-238.97,1403.91,2022-08-07,"UTpCnmlheK"
329,1,"DEopcU",-338.91,1130.38,2016-12-20,"djqlStzenC"
330,1,"PxwYNl",343.31,1500,2017-10-10,"cvvENTVjiC"
331,1,"jiPWeW",-365.06,894.59,2010-02-01,"FLwTSdzbtq"
332,1,"VIActa",-483.42,656.8399999999999,2017-11-28,"ijJdABpvAj"
333,1,"YAGRCA",368.39,1500,2021-01-31,"pCgKKWyceh"
334,1,"gBxGlZ",-489.35,981.52,2016-10-27,"ArguQSbRHg"
335,1,"eRkRXz",456.28,1500,2013-03-27,"nSejEaySIV"
336,1,"mrLKyt",-281.39,1500,2022-08-18,"RVUsRiHPxd"
337,1,"viIVLz",-349.95,882.85,2018-09-05,"jmzcDIlaJN"
338,1,"EIcfNv",81.65,1488.23,2011-10-09,"npyEuEbXFa"
339,1,"bGeXdR",-325.61,1500,2011-11-17,"azsHeoFTdD"
340,1,"IMPOcu",210.31,1500,2010-01-23,"WKuYrEAfxP"
341,1,"xxLVvp",14.42,1429.63,2009-06-03,"YnQZftzeds"
342,1,"gkXNpQ",260.99,1271.73,2013-02-26,"nBEKRISPpF"
343,1,"VHDUYw",-420.15,1017.04,2015-05-22,"CgnNbVfHKt"
344,1,"FMYZiD",24.93,1500,2021-09-27,"hJsxMYYmKg"
345,1,"DVNGOr",-267.55,918.0699999999999,2020-03-09,"VeALqFJpST"
346,1,"GLKjzF",299.99,1500,2015-07-10,"maLpMOAQCr"
347,1,"AIJbVN",88.86,1500,2010-12-07,"WsYCkdQzex"
348,1,"cDgodQ",-493.23,638.0699999999999,2014-04-16,"txmpfJusVU"
349,1,"ZtiyZG",-216.51,1189.76,2008-12-06,"RGXTOfFfQd"
350,1,"HwRkQb",194.01,1238.31,2021-10-01,"WpBLGIjhEd"
351,1,"hPPOaZ",429.09,1500,2008-09-11,"orjUwjSoyy"
352,1,"AhGnOu",173.74,1286.3,2011-09-04,"yJuaSoQcFl"
